Equipo,Fecha de Inicio de Mantenimiento,Fecha de Término de Mantenimiento,Falla Identificada,Descripción de la Falla,Causa Raíz,Tiempo Estimado de Mantenimiento (hrs),Tiempo Real de Mantenimiento (hrs)
Lavadoras de Pulpa,2240-03-04,2240-03-04 04:00:00,Filtro obstruido,Acumulación de fibras en el filtro que bloquea el flujo,Condiciones operativas extremas,6,4
Tamices o Cribas,2240-04-03,2240-04-04 23:00:00,Obstrucción completa,Material acumulado que detiene el flujo completamente,Corrosión,48,47
Prensas,2240-05-08,2240-05-08 06:00:00,Baja presión en salida,Presión insuficiente detectada en la salida,Fatiga del material,8,6
Lavadoras de Pulpa,2240-06-22,2240-06-22 02:00:00,Filtro obstruido,Acumulación de fibras en el filtro que bloquea el flujo,Condiciones operativas extremas,4,2
Digestores,2240-08-21,2240-08-21 06:00:00,Obstrucción parcial en válvulas,Reducción del flujo por acumulación de residuos,Error humano,6,6
Tamices o Cribas,2240-09-20,2240-09-20 05:00:00,Mallas desgastadas,Desgaste de mallas que compromete la eficiencia de separación,Sobrecarga,4,5
Lavadoras de Pulpa,2240-11-04,2240-11-07 01:00:00,Filtro obstruido,Acumulación de fibras en el filtro que bloquea el flujo,Sobrecarga,72,73
Refinadores,2240-12-24,2240-12-25 23:00:00,Desbalanceo en discos,Vibración excesiva por desbalanceo en discos,Condiciones operativas extremas,48,47
Lavadoras de Pulpa,2241-02-07,2241-02-07 06:00:00,Rodillos desgastados,Rodillos muestran desgaste que afecta el rendimiento,Error humano,4,6
Lavadoras de Pulpa,2241-03-24,2241-03-24 22:00:00,Rodillos desgastados,Rodillos muestran desgaste que afecta el rendimiento,Falla mecánica,24,22
Prensas,2241-04-28,2241-05-01 02:00:00,Fuga en rodillo inferior,Fuga de líquido en el rodillo inferior,Error humano,72,74
Lavadoras de Pulpa,2241-06-12,2241-06-14 23:00:00,Filtro obstruido,Acumulación de fibras en el filtro que bloquea el flujo,Mantenimiento insuficiente,72,71
Bombas,2241-07-22,2241-07-23 23:00:00,Cavitación,Cavitación que provoca daños en el impulsor,Condiciones operativas extremas,48,47
Lavadoras de Pulpa,2241-09-05,2241-09-05 12:00:00,Rodillos desgastados,Rodillos muestran desgaste que afecta el rendimiento,Corrosión,12,12
Lavadoras de Pulpa,2241-10-20,2241-10-22 23:00:00,Rodillos desgastados,Rodillos muestran desgaste que afecta el rendimiento,Error humano,72,71
Digestores,2241-12-19,2241-12-19 05:00:00,Fuga en sensor de presión,Pérdida de presión detectada por fuga en sensor,Falla mecánica,4,5
Lavadoras de Pulpa,2242-02-02,2242-02-03 02:00:00,Filtro obstruido,Acumulación de fibras en el filtro que bloquea el flujo,Error humano,24,26
Lavadoras de Pulpa,2242-03-19,2242-03-19 04:00:00,Rodillos desgastados,Rodillos muestran desgaste que afecta el rendimiento,Sobrecarga,4,4
Refinadores,2242-05-08,2242-05-08 08:00:00,Desbalanceo en discos,Vibración excesiva por desbalanceo en discos,Fatiga del material,8,8
Bombas,2242-06-17,2242-06-18 22:00:00,Cavitación,Cavitación que provoca daños en el impulsor,Sobrecarga,48,46
Bombas,2242-07-27,2242-07-27 04:00:00,Fuga en sello mecánico,Fugas detectadas en los sellos mecánicos,Corrosión,4,4
Bombas,2242-09-05,2242-09-05 05:00:00,Cavitación,Cavitación que provoca daños en el impulsor,Desgaste natural,4,5
Tamices o Cribas,2242-10-05,2242-10-07 02:00:00,Obstrucción completa,Material acumulado que detiene el flujo completamente,Fatiga del material,48,50
Bombas,2242-11-14,2242-11-14 14:00:00,Cavitación,Cavitación que provoca daños en el impulsor,Desgaste natural,12,14
Tamices o Cribas,2242-12-14,2242-12-14 05:00:00,Mallas desgastadas,Desgaste de mallas que compromete la eficiencia de separación,Error humano,6,5
Digestores,2243-02-12,2243-02-13 23:00:00,Corrosión en las paredes internas,Desgaste interno significativo por agentes corrosivos,Mantenimiento insuficiente,48,47
Lavadoras de Pulpa,2243-03-29,2243-03-30 22:00:00,Filtro obstruido,Acumulación de fibras en el filtro que bloquea el flujo,Corrosión,48,46
Bombas,2243-05-08,2243-05-08 08:00:00,Cojinetes desgastados,Desgaste excesivo de los cojinetes que causa vibraciones,Error humano,8,8
Digestores,2243-07-07,2243-07-07 07:00:00,Fuga en sensor de presión,Pérdida de presión detectada por fuga en sensor,Falla mecánica,8,7
Prensas,2243-08-11,2243-08-11 14:00:00,Fuga en rodillo inferior,Fuga de líquido en el rodillo inferior,Error humano,12,14
Prensas,2243-09-15,2243-09-15 22:00:00,Baja presión en salida,Presión insuficiente detectada en la salida,Fatiga del material,24,22
Tamices o Cribas,2243-10-15,2243-10-15 10:00:00,Mallas desgastadas,Desgaste de mallas que compromete la eficiencia de separación,Sobrecarga,8,10
Prensas,2243-11-19,2243-11-19 12:00:00,Baja presión en salida,Presión insuficiente detectada en la salida,Mantenimiento insuficiente,12,12
Prensas,2243-12-24,2243-12-24 07:00:00,Baja presión en salida,Presión insuficiente detectada en la salida,Desgaste natural,6,7
Digestores,2244-02-22,2244-02-22 06:00:00,Fuga en sensor de presión,Pérdida de presión detectada por fuga en sensor,Error humano,8,6
Digestores,2244-04-22,2244-04-25 01:00:00,Corrosión en las paredes internas,Desgaste interno significativo por agentes corrosivos,Error humano,72,73
Prensas,2244-05-27,2244-05-27 11:00:00,Fuga en rodillo inferior,Fuga de líquido en el rodillo inferior,Sobrecarga,12,11
Bombas,2244-07-06,2244-07-06 12:00:00,Fuga en sello mecánico,Fugas detectadas en los sellos mecánicos,Mantenimiento insuficiente,12,12
Lavadoras de Pulpa,2244-08-20,2244-08-20 08:00:00,Rodillos desgastados,Rodillos muestran desgaste que afecta el rendimiento,Condiciones operativas extremas,6,8
Digestores,2244-10-19,2244-10-19 10:00:00,Obstrucción parcial en válvulas,Reducción del flujo por acumulación de residuos,Desgaste natural,12,10
Refinadores,2244-12-08,2244-12-10 02:00:00,Desgaste significativo,Desgaste avanzado en cuchillas que afecta la calidad del refinado,Error humano,48,50
Lavadoras de Pulpa,2245-01-22,2245-01-22 07:00:00,Rodillos desgastados,Rodillos muestran desgaste que afecta el rendimiento,Error humano,8,7
Bombas,2245-03-03,2245-03-03 03:00:00,Fuga en sello mecánico,Fugas detectadas en los sellos mecánicos,Condiciones operativas extremas,4,3
Prensas,2245-04-07,2245-04-10 01:00:00,Fuga en rodillo inferior,Fuga de líquido en el rodillo inferior,Desgaste natural,72,73
Tamices o Cribas,2245-05-07,2245-05-07 05:00:00,Obstrucción completa,Material acumulado que detiene el flujo completamente,Fatiga del material,4,5
Prensas,2245-06-11,2245-06-11 06:00:00,Fuga en rodillo inferior,Fuga de líquido en el rodillo inferior,Fatiga del material,8,6
Prensas,2245-07-16,2245-07-16 05:00:00,Fuga en rodillo inferior,Fuga de líquido en el rodillo inferior,Corrosión,6,5
Digestores,2245-09-14,2245-09-16 02:00:00,Corrosión en las paredes internas,Desgaste interno significativo por agentes corrosivos,Corrosión,48,50
Lavadoras de Pulpa,2245-10-29,2245-11-01 00:00:00,Filtro obstruido,Acumulación de fibras en el filtro que bloquea el flujo,Falla mecánica,72,72
Prensas,2245-12-03,2245-12-03 02:00:00,Baja presión en salida,Presión insuficiente detectada en la salida,Sobrecarga,4,2
Digestores,2246-02-01,2246-02-04 00:00:00,Corrosión en las paredes internas,Desgaste interno significativo por agentes corrosivos,Mantenimiento insuficiente,72,72
Lavadoras de Pulpa,2246-03-18,2246-03-20 23:00:00,Rodillos desgastados,Rodillos muestran desgaste que afecta el rendimiento,Error humano,72,71
Tamices o Cribas,2246-04-17,2246-04-17 02:00:00,Mallas desgastadas,Desgaste de mallas que compromete la eficiencia de separación,Desgaste natural,4,2
Prensas,2246-05-22,2246-05-22 11:00:00,Baja presión en salida,Presión insuficiente detectada en la salida,Error humano,12,11
Lavadoras de Pulpa,2246-07-06,2246-07-08 01:00:00,Rodillos desgastados,Rodillos muestran desgaste que afecta el rendimiento,Corrosión,48,49
Prensas,2246-08-10,2246-08-10 10:00:00,Baja presión en salida,Presión insuficiente detectada en la salida,Falla mecánica,12,10
Digestores,2246-10-09,2246-10-09 07:00:00,Fuga en sensor de presión,Pérdida de presión detectada por fuga en sensor,Desgaste natural,8,7
Tamices o Cribas,2246-11-08,2246-11-08 10:00:00,Obstrucción completa,Material acumulado que detiene el flujo completamente,Desgaste natural,12,10
Bombas,2246-12-18,2246-12-18 10:00:00,Cavitación,Cavitación que provoca daños en el impulsor,Error humano,12,10
Bombas,2247-01-27,2247-01-27 05:00:00,Cavitación,Cavitación que provoca daños en el impulsor,Sobrecarga,6,5
Lavadoras de Pulpa,2247-03-13,2247-03-13 11:00:00,Filtro obstruido,Acumulación de fibras en el filtro que bloquea el flujo,Falla mecánica,12,11
Prensas,2247-04-17,2247-04-17 05:00:00,Fuga en rodillo inferior,Fuga de líquido en el rodillo inferior,Sobrecarga,4,5
Bombas,2247-05-27,2247-05-27 04:00:00,Cavitación,Cavitación que provoca daños en el impulsor,Falla mecánica,6,4
Tamices o Cribas,2247-06-26,2247-06-26 06:00:00,Obstrucción completa,Material acumulado que detiene el flujo completamente,Error humano,4,6
Tamices o Cribas,2247-07-26,2247-07-27 22:00:00,Mallas desgastadas,Desgaste de mallas que compromete la eficiencia de separación,Falla mecánica,48,46
Prensas,2247-08-30,2247-08-31 22:00:00,Baja presión en salida,Presión insuficiente detectada en la salida,Fatiga del material,48,46
Digestores,2247-10-29,2247-10-29 03:00:00,Obstrucción parcial en válvulas,Reducción del flujo por acumulación de residuos,Desgaste natural,4,3
Digestores,2247-12-28,2247-12-28 05:00:00,Fuga en sensor de presión,Pérdida de presión detectada por fuga en sensor,Mantenimiento insuficiente,4,5
Digestores,2248-02-26,2248-02-26 23:00:00,Obstrucción parcial en válvulas,Reducción del flujo por acumulación de residuos,Error humano,24,23
Bombas,2248-04-06,2248-04-06 10:00:00,Cojinetes desgastados,Desgaste excesivo de los cojinetes que causa vibraciones,Condiciones operativas extremas,8,10
Prensas,2248-05-11,2248-05-14 02:00:00,Baja presión en salida,Presión insuficiente detectada en la salida,Mantenimiento insuficiente,72,74
Lavadoras de Pulpa,2248-06-25,2248-06-25 03:00:00,Filtro obstruido,Acumulación de fibras en el filtro que bloquea el flujo,Error humano,4,3
Lavadoras de Pulpa,2248-08-09,2248-08-09 14:00:00,Rodillos desgastados,Rodillos muestran desgaste que afecta el rendimiento,Mantenimiento insuficiente,12,14
Prensas,2248-09-13,2248-09-13 02:00:00,Baja presión en salida,Presión insuficiente detectada en la salida,Fatiga del material,4,2
Bombas,2248-10-23,2248-10-24 01:00:00,Fuga en sello mecánico,Fugas detectadas en los sellos mecánicos,Mantenimiento insuficiente,24,25
Lavadoras de Pulpa,2248-12-07,2248-12-07 12:00:00,Filtro obstruido,Acumulación de fibras en el filtro que bloquea el flujo,Falla mecánica,12,12
Refinadores,2249-01-26,2249-01-27 00:00:00,Desgaste significativo,Desgaste avanzado en cuchillas que afecta la calidad del refinado,Corrosión,24,24
Refinadores,2249-03-17,2249-03-20 00:00:00,Desgaste significativo,Desgaste avanzado en cuchillas que afecta la calidad del refinado,Mantenimiento insuficiente,72,72
Lavadoras de Pulpa,2249-05-01,2249-05-01 04:00:00,Rodillos desgastados,Rodillos muestran desgaste que afecta el rendimiento,Error humano,6,4
Lavadoras de Pulpa,2249-06-15,2249-06-17 01:00:00,Rodillos desgastados,Rodillos muestran desgaste que afecta el rendimiento,Condiciones operativas extremas,48,49
Digestores,2249-08-14,2249-08-15 00:00:00,Fuga en sensor de presión,Pérdida de presión detectada por fuga en sensor,Condiciones operativas extremas,24,24
Lavadoras de Pulpa,2249-09-28,2249-09-28 06:00:00,Filtro obstruido,Acumulación de fibras en el filtro que bloquea el flujo,Corrosión,6,6
Digestores,2249-11-27,2249-11-27 10:00:00,Obstrucción parcial en válvulas,Reducción del flujo por acumulación de residuos,Sobrecarga,12,10
Tamices o Cribas,2249-12-27,2249-12-27 03:00:00,Mallas desgastadas,Desgaste de mallas que compromete la eficiencia de separación,Corrosión,4,3
Tamices o Cribas,2250-01-26,2250-01-26 13:00:00,Obstrucción completa,Material acumulado que detiene el flujo completamente,Desgaste natural,12,13
Prensas,2250-03-02,2250-03-05 01:00:00,Baja presión en salida,Presión insuficiente detectada en la salida,Mantenimiento insuficiente,72,73
Prensas,2250-04-06,2250-04-07 22:00:00,Baja presión en salida,Presión insuficiente detectada en la salida,Condiciones operativas extremas,48,46
Digestores,2250-06-05,2250-06-05 05:00:00,Obstrucción parcial en válvulas,Reducción del flujo por acumulación de residuos,Corrosión,6,5
Prensas,2250-07-10,2250-07-10 13:00:00,Fuga en rodillo inferior,Fuga de líquido en el rodillo inferior,Mantenimiento insuficiente,12,13
Digestores,2250-09-08,2250-09-08 07:00:00,Fuga en sensor de presión,Pérdida de presión detectada por fuga en sensor,Desgaste natural,8,7
Lavadoras de Pulpa,2250-10-23,2250-10-25 22:00:00,Rodillos desgastados,Rodillos muestran desgaste que afecta el rendimiento,Condiciones operativas extremas,72,70
Lavadoras de Pulpa,2250-12-07,2250-12-08 01:00:00,Filtro obstruido,Acumulación de fibras en el filtro que bloquea el flujo,Desgaste natural,24,25
Tamices o Cribas,2251-01-06,2251-01-06 14:00:00,Obstrucción completa,Material acumulado que detiene el flujo completamente,Mantenimiento insuficiente,12,14
Lavadoras de Pulpa,2251-02-20,2251-02-20 07:00:00,Filtro obstruido,Acumulación de fibras en el filtro que bloquea el flujo,Error humano,6,7
Bombas,2251-04-01,2251-04-01 11:00:00,Fuga en sello mecánico,Fugas detectadas en los sellos mecánicos,Mantenimiento insuficiente,12,11
Refinadores,2251-05-21,2251-05-21 23:00:00,Desgaste significativo,Desgaste avanzado en cuchillas que afecta la calidad del refinado,Corrosión,24,23
Refinadores,2251-07-10,2251-07-11 01:00:00,Desbalanceo en discos,Vibración excesiva por desbalanceo en discos,Desgaste natural,24,25
Refinadores,2251-08-29,2251-08-29 05:00:00,Desbalanceo en discos,Vibración excesiva por desbalanceo en discos,Error humano,6,5
Digestores,2251-10-28,2251-10-31 02:00:00,Corrosión en las paredes internas,Desgaste interno significativo por agentes corrosivos,Error humano,72,74
Digestores,2251-12-27,2251-12-27 11:00:00,Fuga en sensor de presión,Pérdida de presión detectada por fuga en sensor,Sobrecarga,12,11
Refinadores,2252-02-15,2252-02-15 08:00:00,Desbalanceo en discos,Vibración excesiva por desbalanceo en discos,Condiciones operativas extremas,8,8
Refinadores,2252-04-05,2252-04-05 07:00:00,Desbalanceo en discos,Vibración excesiva por desbalanceo en discos,Falla mecánica,6,7
Bombas,2252-05-15,2252-05-15 07:00:00,Cavitación,Cavitación que provoca daños en el impulsor,Error humano,6,7
Prensas,2252-06-19,2252-06-21 02:00:00,Baja presión en salida,Presión insuficiente detectada en la salida,Desgaste natural,48,50
Refinadores,2252-08-08,2252-08-08 07:00:00,Desbalanceo en discos,Vibración excesiva por desbalanceo en discos,Condiciones operativas extremas,6,7
Refinadores,2252-09-27,2252-09-29 02:00:00,Desgaste significativo,Desgaste avanzado en cuchillas que afecta la calidad del refinado,Fatiga del material,48,50
Tamices o Cribas,2252-10-27,2252-10-30 00:00:00,Obstrucción completa,Material acumulado que detiene el flujo completamente,Mantenimiento insuficiente,72,72
Bombas,2252-12-06,2252-12-07 00:00:00,Cavitación,Cavitación que provoca daños en el impulsor,Corrosión,24,24
Prensas,2253-01-10,2253-01-13 00:00:00,Baja presión en salida,Presión insuficiente detectada en la salida,Desgaste natural,72,72
Prensas,2253-02-14,2253-02-17 00:00:00,Fuga en rodillo inferior,Fuga de líquido en el rodillo inferior,Fatiga del material,72,72
Lavadoras de Pulpa,2253-03-31,2253-04-03 02:00:00,Filtro obstruido,Acumulación de fibras en el filtro que bloquea el flujo,Desgaste natural,72,74
Prensas,2253-05-05,2253-05-08 00:00:00,Fuga en rodillo inferior,Fuga de líquido en el rodillo inferior,Mantenimiento insuficiente,72,72
Prensas,2253-06-09,2253-06-09 03:00:00,Baja presión en salida,Presión insuficiente detectada en la salida,Sobrecarga,4,3
Prensas,2253-07-14,2253-07-14 22:00:00,Baja presión en salida,Presión insuficiente detectada en la salida,Desgaste natural,24,22
Tamices o Cribas,2253-08-13,2253-08-13 08:00:00,Obstrucción completa,Material acumulado que detiene el flujo completamente,Error humano,6,8
Tamices o Cribas,2253-09-12,2253-09-13 23:00:00,Mallas desgastadas,Desgaste de mallas que compromete la eficiencia de separación,Falla mecánica,48,47
Refinadores,2253-11-01,2253-11-01 11:00:00,Desbalanceo en discos,Vibración excesiva por desbalanceo en discos,Error humano,12,11
Digestores,2253-12-31,2253-12-31 04:00:00,Fuga en sensor de presión,Pérdida de presión detectada por fuga en sensor,Mantenimiento insuficiente,6,4
Digestores,2254-03-01,2254-03-03 00:00:00,Corrosión en las paredes internas,Desgaste interno significativo por agentes corrosivos,Desgaste natural,48,48
Digestores,2254-04-30,2254-04-30 11:00:00,Corrosión en las paredes internas,Desgaste interno significativo por agentes corrosivos,Falla mecánica,12,11
Prensas,2254-06-04,2254-06-04 08:00:00,Baja presión en salida,Presión insuficiente detectada en la salida,Error humano,6,8
Bombas,2254-07-14,2254-07-14 11:00:00,Fuga en sello mecánico,Fugas detectadas en los sellos mecánicos,Falla mecánica,12,11
Prensas,2254-08-18,2254-08-18 07:00:00,Fuga en rodillo inferior,Fuga de líquido en el rodillo inferior,Corrosión,6,7
Digestores,2254-10-17,2254-10-17 08:00:00,Fuga en sensor de presión,Pérdida de presión detectada por fuga en sensor,Mantenimiento insuficiente,6,8
Tamices o Cribas,2254-11-16,2254-11-18 22:00:00,Mallas desgastadas,Desgaste de mallas que compromete la eficiencia de separación,Sobrecarga,72,70
